seguridad.nombre_barrio,promedio_robos,casos_totales,nivel_geo,seguridad.codigo_barrio,seguridad.codigo_comuna,zona_clave,municipio_x,promedio_robos_municipio,casos_municipio,departamento,sector,comuna,municipio_y,promedio_arriendo_apartamento,rango_apartamento,promedio_arriendo_casa,rango_casa,promedio_arriendo_local,rango_local,indice_riesgo,nivel_riesgo,alerta
CARLOS E RESTREPO,2.5849056603773586,137.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.06073778939550095,🧱 Cobre,🚨 Alerta Roja
CARPINELO,1.0,1.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
CASTILLA,2.5538461538461537,166.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.06000798103330907,🥉 Bronce,🚨 Alerta Roja
CASTROPOL,2.090909090909091,46.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.049130302105584375,🥉 Bronce,🚨 Alerta Roja
CATALUNA,1.2857142857142858,9.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.030210558437595365,💎 Diamante,🟢 Segura
CEMENTERIO UNIVERSAL,1.7272727272727273,19.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04058590173939579,🥇 Oro,🟢 Segura
CENTRO ADMINISTRATIVO,2.1132075471698113,112.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04965425118464311,🥉 Bronce,🚨 Alerta Roja
CERRO NUTIBARA,1.875,15.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.0440570643881599,🥈 Plata,🟠 Alerta Media
CERRO NUTIBARA INS,2.25,63.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.052868477265791886,🥉 Bronce,🚨 Alerta Roja
CORAZON DE JESUS,2.125,85.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04993133963991456,🥉 Bronce,🚨 Alerta Roja
CORDOBA,1.6666666666666667,45.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.03916183501169769,🥇 Oro,🟢 Segura
CRISTO REY,2.302325581395349,99.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.05409797673708937,🥉 Bronce,🚨 Alerta Roja
CUARTA BRIGADA,1.5172413793103448,44.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.035650773941683415,🥇 Oro,🟢 Segura
CUCARACHO,2.0,32.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
DIEGO ECHAVARRIA,1.9285714285714286,27.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04531583765639304,🥈 Plata,🟠 Alerta Media
DOCE DE OCTUBRE NO1,1.9,19.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04464449191333537,🥈 Plata,🟠 Alerta Media
DOCE DE OCTUBRE NO2,1.5,12.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.03524565151052792,🥇 Oro,🟢 Segura
ECOPARQUE CERRO EL VOLADOR,1.9090909090909092,21.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04485810192249008,🥈 Plata,🟠 Alerta Media
EDUARDO SANTOS,1.0,3.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
EL ASTILLERO,4.0,4.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.09398840402807446,🧱 Cobre,🚨 Alerta Roja
EL CASTILLO,1.2222222222222223,11.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.02871867900857831,💎 Diamante,🟢 Segura
EL CHAGUALO,2.5283018867924527,134.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.05940776481019801,🥉 Bronce,🚨 Alerta Roja
EL COMPROMISO,1.0,1.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
EL CORAZON,5.0,5.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.11748550503509307,🧱 Cobre,🚨 Alerta Roja
EL CORAZON EL MORRO,3.0,6.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.07049130302105584,🧱 Cobre,🚨 Alerta Roja
EL DANUBIO,2.5,10.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.058742752517546536,🥉 Bronce,🚨 Alerta Roja
EL DIAMANTE,2.0,52.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
EL DIAMANTE NO2,1.1111111111111112,10.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.02610789000779846,💎 Diamante,🟢 Segura
EL NOGALLOS ALMENDROS,2.1,21.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04934391211473909,🥉 Bronce,🚨 Alerta Roja
EL PESEBRE,1.75,7.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04111992676228258,🥇 Oro,🟢 Segura
EL PICACHO,1.0,4.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
EL PINAL,1.4,7.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.03289594140982606,💎 Diamante,🟢 Segura
EL PLACER,1.0,2.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
EL PLAN,1.0,1.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
EL POBLADO,4.214285714285714,236.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.09902349710100702,🧱 Cobre,🚨 Alerta Roja
EL POMAR,1.0,8.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
EL RAIZAL,1.0,7.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
EL RINCON,1.7272727272727273,38.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04058590173939579,🥇 Oro,🟢 Segura
EL RODEO,1.1666666666666667,7.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.027413284508188387,💎 Diamante,🟢 Segura
EL SALADO,2.4,12.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.056393042416844674,🥉 Bronce,🚨 Alerta Roja
EL SALVADOR,1.5,33.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.03524565151052792,🥇 Oro,🟢 Segura
EL SOCORRO,4.5,27.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.10573695453158377,🧱 Cobre,🚨 Alerta Roja
EL TESORO,2.8181818181818183,31.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.06621910283796155,🧱 Cobre,🚨 Alerta Roja
EL TRIUNFO,1.0,1.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
EL UVITO,1.0,1.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
EL VELODROMO,2.3,46.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.05404333231614281,🥉 Bronce,🚨 Alerta Roja
ENCISO,1.6785714285714286,47.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.03944156240463839,🥇 Oro,🟢 Segura
ESTACION VILLA,2.627450980392157,134.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.061737481077264594,🧱 Cobre,🚨 Alerta Roja
ESTADIO,2.6923076923076925,70.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.06326142578812705,🧱 Cobre,🚨 Alerta Roja
FAC VETERINARIA Y ZOOTECNIA UDEA,2.6666666666666665,8.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.0626589360187163,🧱 Cobre,🚨 Alerta Roja
FACULTAD DE MINAS U NACIONAL,1.0,1.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
FACULTAD DE MINAS U NAL,2.032258064516129,63.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.047752173014263634,🥈 Plata,🟠 Alerta Media
FATIMA,2.1176470588235294,72.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04975856683839236,🥉 Bronce,🚨 Alerta Roja
FERRINI,2.5714285714285716,18.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.06042111687519073,🥉 Bronce,🚨 Alerta Roja
FLORENCIA,2.5,25.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.058742752517546536,🥉 Bronce,🚨 Alerta Roja
FLORIDA NUEVA,2.5142857142857142,88.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.05907842538907537,🥉 Bronce,🚨 Alerta Roja
FRANCISCO ANTONIO ZEA,2.0384615384615383,53.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.047897936668153326,🥉 Bronce,🚨 Alerta Roja
FUENTE CLARA,1.5,6.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.03524565151052792,🥇 Oro,🟢 Segura
GERONA,2.0,24.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
GIRARDOT,2.5135135135135136,93.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.059060280909533275,🥉 Bronce,🚨 Alerta Roja
GRANADA,1.7272727272727273,19.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04058590173939579,🥇 Oro,🟢 Segura
GRANIZAL,2.0,6.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
GUAYABAL,2.225,89.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.05228104974061642,🥉 Bronce,🚨 Alerta Roja
GUAYAQUIL,7.333333333333333,550.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.17231207405146984,🧱 Cobre,🚨 Alerta Roja
HECTOR ABAD GOMEZ,3.1041666666666665,149.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.07293891770928694,🧱 Cobre,🚨 Alerta Roja
HOSPITAL SAN VICENTE DE PAUL,2.193548387096774,68.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.05154202801539567,🥉 Bronce,🚨 Alerta Roja
JARDIN BOTANICO,1.9333333333333333,29.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04542772861356932,🥈 Plata,🟠 Alerta Media
JESUS NAZARENO,2.7333333333333334,164.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.06422540941918421,🧱 Cobre,🚨 Alerta Roja
JUAN PABLO II,2.0,2.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
JUAN XXIIII LA QUIEBRA,1.0,1.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
KENNEDY,2.0,48.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
LA AGUACATALA,3.0238095238095237,127.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.07105075780693723,🧱 Cobre,🚨 Alerta Roja
LA ALPUJARRA,2.710526315789474,103.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.06368951062428731,🧱 Cobre,🚨 Alerta Roja
LA AMERICA,2.1707317073170733,89.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.05100590218596724,🥉 Bronce,🚨 Alerta Roja
LA AVANZADA,1.6666666666666667,5.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.03916183501169769,🥇 Oro,🟢 Segura
LA CANDELARIA,22.42056074766355,2399.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.5268181805218473,🧱 Cobre,🚨 Alerta Roja
LA CASTELLANA,1.9545454545454546,43.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.045926151968263655,🥈 Plata,🟠 Alerta Media
LA COLINA,1.9444444444444444,70.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.0456888075136473,🥈 Plata,🟠 Alerta Media
LA CRUZ,2.0,6.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
LA CUCHILLA,1.0,1.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
